"","p-value"
"X21175",0.86198068064906
"X21195",0.788460132278814
"X21200",0.427252400340636
"X21242",0.744163230741605
"X21264",0.874682758052066
"X21265",0.832722764947362
"X21295",0.807035969364546
"X21296",0.620434184515147
"X21313",0.851762829456585
"X21314",0.871617311972851
"X21335",3.06760851478874e-78
"X21344",0.680807490674404
"X21356",0.823408009898975
"X21376",0.85039175857569
"X21379",0.970765286820446
"X21386",0.894452101015816
"X21407",0.670356997581816
"X21411",0.610243725785774
"X21412",0.936495017676293
"X21415",0.751227575618892
"X21416",0.940123055738235
"X21429",1.31611448751566e-12
"X21441",0.961793945438709
"X21449",0.940402270995748
"X21453",0.927853572913357
"X21491",0.86969136158478
"X21545",0.829157495418469
"X21577",0.638180479958705
"X21624",0.863680081655518
"X21662",0.779131648477769
"X21680",0.879564620554198
"X21685",0.843654405569568
"X21687",0.892680290674575
"X21719",0.858915736461077
"X21734",0.913520338748892
"X21736",0.78875660389576
"X21749",0.820337990217385
"X21750",0.846602408568797
"X21768",0.850555984269621
"X21793",0.0805175806120993
"X21814",0.831339701008376
"X21840",0.78884095497718
"X21947",0.961585575401894
"X21956",0.903166919530636
"X21970",0.629491579449156
"X21986",1.9608970719413e-112
"X21997",0.792544658971836
"X21998",0.963732816025543
"X22014",0.913307648513677
"X22080",0.873064253555198
"X22125",0.899208985052479
"X22139",0.891818988460172
"X22170",0.711713547200027
"X22193",0.827714356362655
"X22217",0.871033257239076
"X22222",0.739758442445321
"X22244",0.778260520311109
"X22286",0.546751167159576
"X22293",0.83630523087678
"X22318",0.00175317172423435
"X22321",0.863044616432883
"X22356",0.925535733033305
"X22380",0.736657582047751
"X22486",0.794993946845633
"X22490",0.635534228326605
"X22533",0.949585062674042
"X22544",0.078848174885097
"X22615",2.30294313102112e-06
"X22623",0.888650781850536
"X22638",0.847701375307279
"X22643",6.88812726584495e-31
"X22660",0.925974939653736
"X22746",0.85778120033773
"X22828",0.000168316239234919
"X22971",1.9260780738275e-07
"X22978",0.857587003254597
"X23069",0.864719372240792
"X23124",1.58999257770073e-121
"X23178",0.855894548709075
"X23193",0.866155304300738
"X23239",0.932900745671801
"X23314",0.711562123090717
"X23318",6.1756526611843e-29
"X23360",0.821450093461971
"X23381",0.859391181921095
"X23382",0.843311526033909
"X23402",0.662136375385894
"X23436",0.933710599341274
"X23541",0.845659403752051
"X23603",0.959974276784748
"X23640",0.900852488649536
"X23700",0.811389625324581
"X23734",0.746040944574894
"X23778",0.907152607497254
"X23844",0.878291503669736
"X23897",0.930612718943612
"X23933",0.758805076674228
"X23972",0.574573696105107
"X23987",0.898101162332614
"X24023",0.154605620560939
"X24060",0.847458523677179
"X24141",0.923346598871769
"X24175",0.925471444659713
"X24293",0.00645280001936389
"X24294",0.73209092905246
"X24326",0.879150361608016
"X24366",0.942182964295915
