"","AUC"
"X4143",0.666666666666667
"X4146",0.583333333333333
"X4156",0.5
"X4166",0.802083333333333
"X4178",1
"X4206",0.5625
"X4211",0.71875
"X4218",1
"X4219",0.506944444444444
"X4224",0.947916666666667
"X4227",0.71875
"X4249",0.6875
"X4252",0.934027777777778
"X4258",0.590277777777778
"X4259",0.774305555555556
"X4267",0.600694444444444
"X4270",0.5625
"X4274",0.690972222222222
"X4286",0.708333333333333
"X4298",1
"X4301",0.527777777777778
"X4322",0.982638888888889
"X4324",0.614583333333333
"X4334",0.534722222222222
"X4342",0.763888888888889
"X4365",0.586805555555556
"X4366",0.5
"X4373",0.663194444444444
"X4395",1
"X4406",0.690972222222222
"X4415",0.8125
"X4434",0.642361111111111
"X4448",0.631944444444444
"X4490",0.923611111111111
